STATION,NAME,DATE,TMAX,TMIN,Avg Temp
USC00367938,"SELLERSVILLE, PA US",2/10/2012,41,19,23
USC00367938,"SELLERSVILLE, PA US",2/11/2012,41,23,31
USC00367938,"SELLERSVILLE, PA US",2/12/2012,35,15,17
USC00367938,"SELLERSVILLE, PA US",2/13/2012,29,17,24
USC00367938,"SELLERSVILLE, PA US",2/14/2012,42,24,30
USC00367938,"SELLERSVILLE, PA US",2/15/2012,49,30,36
USC00367938,"SELLERSVILLE, PA US",2/16/2012,45,26,31
USC00367938,"SELLERSVILLE, PA US",2/17/2012,40,31,38
USC00367938,"SELLERSVILLE, PA US",2/18/2012,49,23,38
USC00367938,"SELLERSVILLE, PA US",2/19/2012,51,23,35
USC00367938,"SELLERSVILLE, PA US",2/20/2012,45,30,31
USC00367938,"SELLERSVILLE, PA US",2/21/2012,44,19,22
USC00367938,"SELLERSVILLE, PA US",2/22/2012,47,22,44
USC00367938,"SELLERSVILLE, PA US",2/23/2012,59,34,39
USC00367938,"SELLERSVILLE, PA US",2/24/2012,57,36,37
USC00367938,"SELLERSVILLE, PA US",2/25/2012,42,35,36
USC00367938,"SELLERSVILLE, PA US",2/26/2012,40,27,31
USC00367938,"SELLERSVILLE, PA US",2/27/2012,44,21,27
USC00367938,"SELLERSVILLE, PA US",2/28/2012,58,27,35
USC00367938,"SELLERSVILLE, PA US",2/29/2012,51,33,36
USC00367938,"SELLERSVILLE, PA US",3/1/2012,41,36,39
USC00367938,"SELLERSVILLE, PA US",3/2/2012,47,28,35
USC00367938,"SELLERSVILLE, PA US",3/3/2012,44,35,42
USC00367938,"SELLERSVILLE, PA US",3/4/2012,56,33,33
USC00367938,"SELLERSVILLE, PA US",3/5/2012,42,24,32
USC00367938,"SELLERSVILLE, PA US",3/6/2012,42,20,29
USC00367938,"SELLERSVILLE, PA US",3/7/2012,44,26,34
USC00367938,"SELLERSVILLE, PA US",3/8/2012,62,34,50
USC00367938,"SELLERSVILLE, PA US",3/9/2012,70,40,42
USC00367938,"SELLERSVILLE, PA US",3/10/2012,49,27,30
USC00367938,"SELLERSVILLE, PA US",3/11/2012,42,22,24
USC00367938,"SELLERSVILLE, PA US",3/12/2012,60,23,31
USC00367938,"SELLERSVILLE, PA US",3/13/2012,65,31,49
USC00367938,"SELLERSVILLE, PA US",3/14/2012,75,40,41
USC00367938,"SELLERSVILLE, PA US",3/15/2012,71,41,43
USC00367938,"SELLERSVILLE, PA US",3/16/2012,57,43,44
USC00367938,"SELLERSVILLE, PA US",3/17/2012,58,39,40
USC00367938,"SELLERSVILLE, PA US",3/18/2012,68,40,45
USC00367938,"SELLERSVILLE, PA US",3/19/2012,67,42,43
USC00367938,"SELLERSVILLE, PA US",3/20/2012,76,43,55
USC00367938,"SELLERSVILLE, PA US",3/21/2012,74,55,56
USC00367938,"SELLERSVILLE, PA US",3/22/2012,69,52,56
USC00367938,"SELLERSVILLE, PA US",3/23/2012,73,48,49
USC00367938,"SELLERSVILLE, PA US",3/24/2012,78,48,51
USC00367938,"SELLERSVILLE, PA US",3/25/2012,64,43,45
USC00367938,"SELLERSVILLE, PA US",3/26/2012,60,40,50
USC00367938,"SELLERSVILLE, PA US",3/27/2012,51,29,30
USC00367938,"SELLERSVILLE, PA US",3/28/2012,51,30,43
USC00367938,"SELLERSVILLE, PA US",3/29/2012,66,43,50
USC00367938,"SELLERSVILLE, PA US",3/30/2012,55,32,35
USC00367938,"SELLERSVILLE, PA US",3/31/2012,56,35,39
USC00367938,"SELLERSVILLE, PA US",4/1/2012,42,39,41
USC00367938,"SELLERSVILLE, PA US",4/2/2012,52,39,41
USC00367938,"SELLERSVILLE, PA US",4/3/2012,56,27,44
USC00367938,"SELLERSVILLE, PA US",4/4/2012,66,30,48
USC00367938,"SELLERSVILLE, PA US",4/5/2012,69,24,41
USC00367938,"SELLERSVILLE, PA US",4/6/2012,58,28,44
USC00367938,"SELLERSVILLE, PA US",4/7/2012,57,30,38
USC00367938,"SELLERSVILLE, PA US",4/8/2012,61,29,44
USC00367938,"SELLERSVILLE, PA US",4/9/2012,68,41,51
USC00367938,"SELLERSVILLE, PA US",4/10/2012,62,35,37
USC00367938,"SELLERSVILLE, PA US",4/11/2012,58,31,36
USC00367938,"SELLERSVILLE, PA US",4/12/2012,50,32,42
USC00367938,"SELLERSVILLE, PA US",4/13/2012,57,29,44
USC00367938,"SELLERSVILLE, PA US",4/14/2012,63,33,50
USC00367938,"SELLERSVILLE, PA US",4/15/2012,70,50,54
USC00367938,"SELLERSVILLE, PA US",4/16/2012,78,50,54
USC00367938,"SELLERSVILLE, PA US",4/17/2012,87,54,66
USC00367938,"SELLERSVILLE, PA US",4/18/2012,75,42,48
USC00367938,"SELLERSVILLE, PA US",4/19/2012,57,24,48
USC00367938,"SELLERSVILLE, PA US",4/20/2012,70,38,47
USC00367938,"SELLERSVILLE, PA US",4/21/2012,74,38,54
USC00367938,"SELLERSVILLE, PA US",4/22/2012,78,44,46
USC00367938,"SELLERSVILLE, PA US",4/23/2012,49,40,42
USC00367938,"SELLERSVILLE, PA US",4/24/2012,47,36,40
USC00367938,"SELLERSVILLE, PA US",4/25/2012,59,32,45
USC00367938,"SELLERSVILLE, PA US",4/26/2012,63,33,44
USC00367938,"SELLERSVILLE, PA US",4/27/2012,61,43,47
USC00367938,"SELLERSVILLE, PA US",4/28/2012,61,29,40
USC00367938,"SELLERSVILLE, PA US",4/29/2012,54,31,44
USC00367938,"SELLERSVILLE, PA US",4/30/2012,64,30,54
USC00367938,"SELLERSVILLE, PA US",5/1/2012,65,35,50
USC00367938,"SELLERSVILLE, PA US",5/2/2012,76,49,52
USC00367938,"SELLERSVILLE, PA US",5/3/2012,53,49,51
USC00367938,"SELLERSVILLE, PA US",5/4/2012,62,50,55
USC00367938,"SELLERSVILLE, PA US",5/5/2012,82,55,60
USC00367938,"SELLERSVILLE, PA US",5/6/2012,81,52,56
USC00367938,"SELLERSVILLE, PA US",5/7/2012,68,48,54
USC00367938,"SELLERSVILLE, PA US",5/8/2012,68,49,58
USC00367938,"SELLERSVILLE, PA US",5/9/2012,68,58,62
USC00367938,"SELLERSVILLE, PA US",5/10/2012,73,50,55
USC00367938,"SELLERSVILLE, PA US",5/11/2012,64,38,46
USC00367938,"SELLERSVILLE, PA US",5/12/2012,70,39,46
USC00367938,"SELLERSVILLE, PA US",5/13/2012,79,46,51
USC00367938,"SELLERSVILLE, PA US",5/14/2012,79,51,64
USC00367938,"SELLERSVILLE, PA US",5/15/2012,67,60,62
USC00367938,"SELLERSVILLE, PA US",5/16/2012,74,59,63
USC00367938,"SELLERSVILLE, PA US",5/17/2012,80,51,53
USC00367938,"SELLERSVILLE, PA US",5/18/2012,80,44,55
USC00367938,"SELLERSVILLE, PA US",5/19/2012,74,43,54
USC00367938,"SELLERSVILLE, PA US",5/20/2012,81,49,56
USC00367938,"SELLERSVILLE, PA US",5/21/2012,81,55,60
USC00367938,"SELLERSVILLE, PA US",5/22/2012,65,59,62
USC00367938,"SELLERSVILLE, PA US",5/23/2012,76,61,67
USC00367938,"SELLERSVILLE, PA US",5/24/2012,81,65,66
USC00367938,"SELLERSVILLE, PA US",5/25/2012,81,62,65
USC00367938,"SELLERSVILLE, PA US",5/26/2012,80,61,66
USC00367938,"SELLERSVILLE, PA US",5/27/2012,83,65,68
USC00367938,"SELLERSVILLE, PA US",5/28/2012,84,62,66
USC00367938,"SELLERSVILLE, PA US",5/29/2012,89,66,74
USC00367938,"SELLERSVILLE, PA US",5/30/2012,89,65,66
USC00367938,"SELLERSVILLE, PA US",5/31/2012,78,59,65
USC00367938,"SELLERSVILLE, PA US",6/1/2012,78,54,60
USC00367938,"SELLERSVILLE, PA US",6/2/2012,73,57,59
USC00367938,"SELLERSVILLE, PA US",6/3/2012,69,48,65
USC00367938,"SELLERSVILLE, PA US",6/4/2012,73,53,57
USC00367938,"SELLERSVILLE, PA US",6/5/2012,66,47,54
USC00367938,"SELLERSVILLE, PA US",6/6/2012,66,45,51
USC00367938,"SELLERSVILLE, PA US",6/7/2012,72,51,57
USC00367938,"SELLERSVILLE, PA US",6/8/2012,75,51,55
USC00367938,"SELLERSVILLE, PA US",6/9/2012,80,53,62
USC00367938,"SELLERSVILLE, PA US",6/10/2012,82,62,65
USC00367938,"SELLERSVILLE, PA US",6/11/2012,89,64,67
USC00367938,"SELLERSVILLE, PA US",6/12/2012,81,66,69
USC00367938,"SELLERSVILLE, PA US",6/13/2012,70,62,63
USC00367938,"SELLERSVILLE, PA US",6/14/2012,77,57,61
USC00367938,"SELLERSVILLE, PA US",6/15/2012,79,56,62
USC00367938,"SELLERSVILLE, PA US",6/16/2012,79,53,65
USC00367938,"SELLERSVILLE, PA US",6/17/2012,78,56,62
USC00367938,"SELLERSVILLE, PA US",6/18/2012,73,52,58
USC00367938,"SELLERSVILLE, PA US",6/19/2012,71,58,64
USC00367938,"SELLERSVILLE, PA US",6/20/2012,79,64,72
USC00367938,"SELLERSVILLE, PA US",6/21/2012,94,68,73
USC00367938,"SELLERSVILLE, PA US",6/22/2012,93,72,75
USC00367938,"SELLERSVILLE, PA US",6/23/2012,91,62,71
USC00367938,"SELLERSVILLE, PA US",6/24/2012,84,58,64
USC00367938,"SELLERSVILLE, PA US",6/25/2012,83,63,67
USC00367938,"SELLERSVILLE, PA US",6/26/2012,80,54,59
USC00367938,"SELLERSVILLE, PA US",6/27/2012,76,50,59
USC00367938,"SELLERSVILLE, PA US",6/28/2012,82,55,76
USC00367938,"SELLERSVILLE, PA US",6/29/2012,89,66,69
USC00367938,"SELLERSVILLE, PA US",6/30/2012,94,68,70
USC00367938,"SELLERSVILLE, PA US",7/1/2012,90,64,73
USC00367938,"SELLERSVILLE, PA US",7/2/2012,93,62,71
USC00367938,"SELLERSVILLE, PA US",7/3/2012,87,60,63
USC00367938,"SELLERSVILLE, PA US",7/4/2012,90,62,69
USC00367938,"SELLERSVILLE, PA US",7/5/2012,93,68,75
USC00367938,"SELLERSVILLE, PA US",7/6/2012,92,60,67
USC00367938,"SELLERSVILLE, PA US",7/7/2012,94,67,71
USC00367938,"SELLERSVILLE, PA US",7/8/2012,98,70,72
USC00367938,"SELLERSVILLE, PA US",7/9/2012,89,69,73
USC00367938,"SELLERSVILLE, PA US",7/10/2012,87,64,68
USC00367938,"SELLERSVILLE, PA US",7/11/2012,88,63,65
USC00367938,"SELLERSVILLE, PA US",7/12/2012,89,62,68
USC00367938,"SELLERSVILLE, PA US",7/13/2012,90,65,71
USC00367938,"SELLERSVILLE, PA US",7/14/2012,88,67,70
USC00367938,"SELLERSVILLE, PA US",7/15/2012,80,69,73
USC00367938,"SELLERSVILLE, PA US",7/16/2012,88,67,71
USC00367938,"SELLERSVILLE, PA US",7/17/2012,89,66,72
USC00367938,"SELLERSVILLE, PA US",7/18/2012,93,71,78
USC00367938,"SELLERSVILLE, PA US",7/19/2012,93,70,75
USC00367938,"SELLERSVILLE, PA US",7/20/2012,98,65,67
USC00367938,"SELLERSVILLE, PA US",7/21/2012,67,61,64
USC00367938,"SELLERSVILLE, PA US",7/22/2012,77,61,68
USC00367938,"SELLERSVILLE, PA US",7/23/2012,82,65,71
USC00367938,"SELLERSVILLE, PA US",7/24/2012,88,,70
USC00367938,"SELLERSVILLE, PA US",7/25/2012,92,54,66
USC00367938,"SELLERSVILLE, PA US",7/26/2012,85,57,64
USC00367938,"SELLERSVILLE, PA US",7/27/2012,89,,72
USC00367938,"SELLERSVILLE, PA US",7/28/2012,89,,70
USC00367938,"SELLERSVILLE, PA US",7/29/2012,87,66,68
USC00367938,"SELLERSVILLE, PA US",7/30/2012,81,66,71
USC00367938,"SELLERSVILLE, PA US",7/31/2012,85,65,69
USC00367938,"SELLERSVILLE, PA US",8/1/2012,83,66,69
USC00367938,"SELLERSVILLE, PA US",8/2/2012,83,63,67
USC00367938,"SELLERSVILLE, PA US",8/3/2012,89,64,70
USC00367938,"SELLERSVILLE, PA US",8/4/2012,90,65,69
USC00367938,"SELLERSVILLE, PA US",8/5/2012,89,69,76
USC00367938,"SELLERSVILLE, PA US",8/6/2012,76,51,62
USC00367938,"SELLERSVILLE, PA US",8/7/2012,77,56,59
USC00367938,"SELLERSVILLE, PA US",8/8/2012,77,59,63
USC00367938,"SELLERSVILLE, PA US",8/9/2012,80,62,64
USC00367938,"SELLERSVILLE, PA US",8/10/2012,82,63,74
USC00367938,"SELLERSVILLE, PA US",8/11/2012,80,68,73
USC00367938,"SELLERSVILLE, PA US",8/12/2012,84,62,66
USC00367938,"SELLERSVILLE, PA US",8/13/2012,81,58,63
USC00367938,"SELLERSVILLE, PA US",8/14/2012,82,61,64
USC00367938,"SELLERSVILLE, PA US",8/15/2012,76,62,66
USC00367938,"SELLERSVILLE, PA US",8/16/2012,83,61,64
USC00367938,"SELLERSVILLE, PA US",8/17/2012,83,60,63
USC00367938,"SELLERSVILLE, PA US",8/18/2012,86,60,64
USC00367938,"SELLERSVILLE, PA US",8/19/2012,79,53,55
USC00367938,"SELLERSVILLE, PA US",8/20/2012,74,52,62
USC00367938,"SELLERSVILLE, PA US",8/21/2012,79,58,60
USC00367938,"SELLERSVILLE, PA US",8/22/2012,81,57,60
USC00367938,"SELLERSVILLE, PA US",8/23/2012,84,59,63
USC00367938,"SELLERSVILLE, PA US",8/24/2012,85,61,64
USC00367938,"SELLERSVILLE, PA US",8/25/2012,86,63,66
USC00367938,"SELLERSVILLE, PA US",8/26/2012,80,64,67
USC00367938,"SELLERSVILLE, PA US",8/27/2012,84,60,69
USC00367938,"SELLERSVILLE, PA US",8/28/2012,86,69,71
USC00367938,"SELLERSVILLE, PA US",8/29/2012,85,57,61
USC00367938,"SELLERSVILLE, PA US",8/30/2012,80,53,56
USC00367938,"SELLERSVILLE, PA US",8/31/2012,82,56,58
USC00367938,"SELLERSVILLE, PA US",9/1/2012,88,57,67
USC00367938,"SELLERSVILLE, PA US",9/2/2012,88,56,71
USC00367938,"SELLERSVILLE, PA US",9/3/2012,74,59,68
USC00367938,"SELLERSVILLE, PA US",9/4/2012,74,67,72
USC00367938,"SELLERSVILLE, PA US",9/5/2012,82,71,74
USC00367938,"SELLERSVILLE, PA US",9/6/2012,81,61,64
USC00367938,"SELLERSVILLE, PA US",9/7/2012,80,64,69
USC00367938,"SELLERSVILLE, PA US",9/8/2012,86,58,72
USC00367938,"SELLERSVILLE, PA US",9/9/2012,85,55,60
USC00367938,"SELLERSVILLE, PA US",9/10/2012,76,53,56
USC00367938,"SELLERSVILLE, PA US",9/11/2012,71,43,50
USC00367938,"SELLERSVILLE, PA US",9/12/2012,74,48,52
USC00367938,"SELLERSVILLE, PA US",9/13/2012,79,50,53
USC00367938,"SELLERSVILLE, PA US",9/14/2012,79,51,55
USC00367938,"SELLERSVILLE, PA US",9/15/2012,78,54,58
USC00367938,"SELLERSVILLE, PA US",9/16/2012,71,48,48
USC00367938,"SELLERSVILLE, PA US",9/17/2012,71,44,44
USC00367938,"SELLERSVILLE, PA US",9/18/2012,76,44,69
USC00367938,"SELLERSVILLE, PA US",9/19/2012,75,55,56
USC00367938,"SELLERSVILLE, PA US",9/20/2012,69,44,47
USC00367938,"SELLERSVILLE, PA US",9/21/2012,72,46,56
USC00367938,"SELLERSVILLE, PA US",9/22/2012,75,55,59
USC00367938,"SELLERSVILLE, PA US",9/23/2012,80,48,54
USC00367938,"SELLERSVILLE, PA US",9/24/2012,66,44,49
USC00367938,"SELLERSVILLE, PA US",9/25/2012,64,39,43
USC00367938,"SELLERSVILLE, PA US",9/26/2012,72,43,58
USC00367938,"SELLERSVILLE, PA US",9/27/2012,75,57,62
USC00367938,"SELLERSVILLE, PA US",9/28/2012,73,59,65
USC00367938,"SELLERSVILLE, PA US",9/29/2012,74,55,58
USC00367938,"SELLERSVILLE, PA US",9/30/2012,62,42,48
USC00367938,"SELLERSVILLE, PA US",10/1/2012,65,32,49
USC00367938,"SELLERSVILLE, PA US",10/2/2012,70,48,59
USC00367938,"SELLERSVILLE, PA US",10/3/2012,63,43,58
USC00367938,"SELLERSVILLE, PA US",10/4/2012,73,54,63
USC00367938,"SELLERSVILLE, PA US",10/5/2012,75,50,51
USC00367938,"SELLERSVILLE, PA US",10/6/2012,78,48,52
USC00367938,"SELLERSVILLE, PA US",10/7/2012,71,40,44
USC00367938,"SELLERSVILLE, PA US",10/8/2012,50,35,43
USC00367938,"SELLERSVILLE, PA US",10/9/2012,51,42,48
USC00367938,"SELLERSVILLE, PA US",10/10/2012,57,47,54
USC00367938,"SELLERSVILLE, PA US",10/11/2012,64,41,45
USC00367938,"SELLERSVILLE, PA US",10/12/2012,59,35,38
USC00367938,"SELLERSVILLE, PA US",10/13/2012,56,27,27
USC00367938,"SELLERSVILLE, PA US",10/14/2012,55,25,49
USC00367938,"SELLERSVILLE, PA US",10/15/2012,71,48,58
USC00367938,"SELLERSVILLE, PA US",10/16/2012,68,45,50
USC00367938,"SELLERSVILLE, PA US",10/17/2012,59,34,36
USC00367938,"SELLERSVILLE, PA US",10/18/2012,63,35,43
USC00367938,"SELLERSVILLE, PA US",10/19/2012,68,43,60
USC00367938,"SELLERSVILLE, PA US",10/20/2012,71,48,50
USC00367938,"SELLERSVILLE, PA US",10/21/2012,62,40,43
USC00367938,"SELLERSVILLE, PA US",10/22/2012,64,36,38
USC00367938,"SELLERSVILLE, PA US",10/23/2012,68,36,46
USC00367938,"SELLERSVILLE, PA US",10/24/2012,66,46,50
USC00367938,"SELLERSVILLE, PA US",10/25/2012,72,50,55
USC00367938,"SELLERSVILLE, PA US",10/26/2012,59,54,56
USC00367938,"SELLERSVILLE, PA US",10/27/2012,64,56,59
USC00367938,"SELLERSVILLE, PA US",10/28/2012,64,51,53
USC00367938,"SELLERSVILLE, PA US",10/29/2012,56,51,52
USC00367938,"SELLERSVILLE, PA US",10/30/2012,60,44,45
USC00367938,"SELLERSVILLE, PA US",10/31/2012,46,39,41
USC00367938,"SELLERSVILLE, PA US",11/1/2012,46,37,39
USC00367938,"SELLERSVILLE, PA US",11/2/2012,48,38,40
USC00367938,"SELLERSVILLE, PA US",11/3/2012,48,38,42
USC00367938,"SELLERSVILLE, PA US",11/4/2012,47,31,39
USC00367938,"SELLERSVILLE, PA US",11/5/2012,44,36,37
USC00367938,"SELLERSVILLE, PA US",11/6/2012,43,22,24
USC00367938,"SELLERSVILLE, PA US",11/7/2012,43,24,35
USC00367938,"SELLERSVILLE, PA US",11/8/2012,40,33,39
USC00367938,"SELLERSVILLE, PA US",11/9/2012,50,30,39
USC00367938,"SELLERSVILLE, PA US",11/10/2012,53,29,32
USC00367938,"SELLERSVILLE, PA US",11/11/2012,55,31,45
USC00367938,"SELLERSVILLE, PA US",11/12/2012,68,31,39
USC00367938,"SELLERSVILLE, PA US",11/13/2012,67,39,41
USC00367938,"SELLERSVILLE, PA US",11/14/2012,47,28,37
USC00367938,"SELLERSVILLE, PA US",11/15/2012,49,26,27
USC00367938,"SELLERSVILLE, PA US",11/16/2012,47,27,33
USC00367938,"SELLERSVILLE, PA US",11/17/2012,49,23,25
USC00367938,"SELLERSVILLE, PA US",11/18/2012,54,24,25
USC00367938,"SELLERSVILLE, PA US",11/19/2012,51,25,31
USC00367938,"SELLERSVILLE, PA US",11/20/2012,53,30,33
USC00367938,"SELLERSVILLE, PA US",11/21/2012,51,27,29
USC00367938,"SELLERSVILLE, PA US",11/22/2012,56,24,25
USC00367938,"SELLERSVILLE, PA US",11/23/2012,57,24,26
USC00367938,"SELLERSVILLE, PA US",11/24/2012,59,26,35
USC00367938,"SELLERSVILLE, PA US",11/25/2012,41,33,33
USC00367938,"SELLERSVILLE, PA US",11/26/2012,38,22,28
USC00367938,"SELLERSVILLE, PA US",11/27/2012,47,26,31
USC00367938,"SELLERSVILLE, PA US",11/28/2012,37,25,29
USC00367938,"SELLERSVILLE, PA US",11/29/2012,38,20,24
USC00367938,"SELLERSVILLE, PA US",11/30/2012,43,22,26
USC00367938,"SELLERSVILLE, PA US",12/1/2012,45,26,37
USC00367938,"SELLERSVILLE, PA US",12/2/2012,42,36,38
USC00367938,"SELLERSVILLE, PA US",12/3/2012,47,37,41
USC00367938,"SELLERSVILLE, PA US",12/4/2012,64,37,49
USC00367938,"SELLERSVILLE, PA US",12/5/2012,67,47,50
USC00367938,"SELLERSVILLE, PA US",12/6/2012,53,25,26
USC00367938,"SELLERSVILLE, PA US",12/7/2012,41,24,30
USC00367938,"SELLERSVILLE, PA US",12/8/2012,42,29,40
USC00367938,"SELLERSVILLE, PA US",12/9/2012,47,39,44
USC00367938,"SELLERSVILLE, PA US",12/10/2012,45,38,44
USC00367938,"SELLERSVILLE, PA US",12/11/2012,55,39,40
USC00367938,"SELLERSVILLE, PA US",12/12/2012,48,26,28
USC00367938,"SELLERSVILLE, PA US",12/13/2012,48,24,25
USC00367938,"SELLERSVILLE, PA US",12/14/2012,46,20,21
USC00367938,"SELLERSVILLE, PA US",12/15/2012,48,21,24
USC00367938,"SELLERSVILLE, PA US",12/16/2012,47,24,41
USC00367938,"SELLERSVILLE, PA US",12/17/2012,50,38,40
USC00367938,"SELLERSVILLE, PA US",12/18/2012,46,39,44
USC00367938,"SELLERSVILLE, PA US",12/19/2012,55,35,38
USC00367938,"SELLERSVILLE, PA US",12/20/2012,48,25,26
USC00367938,"SELLERSVILLE, PA US",12/21/2012,54,26,42
USC00367938,"SELLERSVILLE, PA US",12/22/2012,42,32,36
USC00367938,"SELLERSVILLE, PA US",12/23/2012,42,30,32
USC00367938,"SELLERSVILLE, PA US",12/24/2012,43,20,23
USC00367938,"SELLERSVILLE, PA US",12/25/2012,37,23,32
USC00367938,"SELLERSVILLE, PA US",12/26/2012,38,23,27
USC00367938,"SELLERSVILLE, PA US",12/27/2012,39,27,34
USC00367938,"SELLERSVILLE, PA US",12/28/2012,35,28,29
USC00367938,"SELLERSVILLE, PA US",12/29/2012,38,23,27
USC00367938,"SELLERSVILLE, PA US",12/30/2012,31,27,29
USC00367938,"SELLERSVILLE, PA US",12/31/2012,36,22,26
USC00367938,"SELLERSVILLE, PA US",1/1/2013,39,26,36
USC00367938,"SELLERSVILLE, PA US",1/2/2013,38,21,22
USC00367938,"SELLERSVILLE, PA US",1/3/2013,32,17,19
USC00367938,"SELLERSVILLE, PA US",1/4/2013,33,18,31
USC00367938,"SELLERSVILLE, PA US",1/5/2013,36,28,31
USC00367938,"SELLERSVILLE, PA US",1/6/2013,40,25,29
USC00367938,"SELLERSVILLE, PA US",1/7/2013,46,28,38
USC00367938,"SELLERSVILLE, PA US",1/8/2013,45,19,26
USC00367938,"SELLERSVILLE, PA US",1/9/2013,47,22,23
USC00367938,"SELLERSVILLE, PA US",1/10/2013,45,23,37
USC00367938,"SELLERSVILLE, PA US",1/11/2013,48,28,31
USC00367938,"SELLERSVILLE, PA US",1/12/2013,43,30,40
USC00367938,"SELLERSVILLE, PA US",1/13/2013,49,40,42
USC00367938,"SELLERSVILLE, PA US",1/14/2013,48,42,47
USC00367938,"SELLERSVILLE, PA US",1/15/2013,53,34,35
USC00367938,"SELLERSVILLE, PA US",1/16/2013,37,31,32
USC00367938,"SELLERSVILLE, PA US",1/17/2013,39,32,36
USC00367938,"SELLERSVILLE, PA US",1/18/2013,40,25,26
USC00367938,"SELLERSVILLE, PA US",1/19/2013,30,22,24
USC00367938,"SELLERSVILLE, PA US",1/20/2013,51,24,41
USC00367938,"SELLERSVILLE, PA US",1/21/2013,53,19,20
USC00367938,"SELLERSVILLE, PA US",1/22/2013,30,14,15
USC00367938,"SELLERSVILLE, PA US",1/23/2013,19,9,11
USC00367938,"SELLERSVILLE, PA US",1/24/2013,18,8,13
USC00367938,"SELLERSVILLE, PA US",1/25/2013,24,11,12
USC00367938,"SELLERSVILLE, PA US",1/26/2013,20,4,15
USC00367938,"SELLERSVILLE, PA US",1/27/2013,26,4,9
USC00367938,"SELLERSVILLE, PA US",1/28/2013,34,9,26
USC00367938,"SELLERSVILLE, PA US",1/29/2013,37,25,36
USC00367938,"SELLERSVILLE, PA US",1/30/2013,49,36,40
USC00367938,"SELLERSVILLE, PA US",1/31/2013,65,40,42
USC00367938,"SELLERSVILLE, PA US",2/1/2013,43,24,27
USC00367938,"SELLERSVILLE, PA US",2/2/2013,29,13,15
USC00367938,"SELLERSVILLE, PA US",2/3/2013,25,15,20
USC00367938,"SELLERSVILLE, PA US",2/4/2013,29,15,22
USC00367938,"SELLERSVILLE, PA US",2/5/2013,28,21,26
USC00367938,"SELLERSVILLE, PA US",2/6/2013,32,21,27
USC00367938,"SELLERSVILLE, PA US",2/7/2013,38,18,21
USC00367938,"SELLERSVILLE, PA US",2/8/2013,33,21,32
USC00367938,"SELLERSVILLE, PA US",2/9/2013,34,22,24
USC00367938,"SELLERSVILLE, PA US",2/10/2013,34,10,13
USC00367938,"SELLERSVILLE, PA US",2/11/2013,40,13,32
USC00367938,"SELLERSVILLE, PA US",2/12/2013,46,32,40
USC00367938,"SELLERSVILLE, PA US",2/13/2013,44,21,25
USC00367938,"SELLERSVILLE, PA US",2/14/2013,43,24,28
USC00367938,"SELLERSVILLE, PA US",2/15/2013,45,23,28
USC00367938,"SELLERSVILLE, PA US",2/16/2013,54,28,32
USC00367938,"SELLERSVILLE, PA US",2/17/2013,36,20,23
USC00367938,"SELLERSVILLE, PA US",2/18/2013,28,15,17
USC00367938,"SELLERSVILLE, PA US",2/19/2013,35,17,28
USC00367938,"SELLERSVILLE, PA US",2/20/2013,42,25,26
USC00367938,"SELLERSVILLE, PA US",2/21/2013,30,22,24
USC00367938,"SELLERSVILLE, PA US",2/22/2013,34,20,23
USC00367938,"SELLERSVILLE, PA US",2/23/2013,36,23,35
USC00367938,"SELLERSVILLE, PA US",2/24/2013,42,32,35
USC00367938,"SELLERSVILLE, PA US",2/25/2013,44,25,32
USC00367938,"SELLERSVILLE, PA US",2/26/2013,43,23,26
USC00367938,"SELLERSVILLE, PA US",2/27/2013,45,25,41
USC00367938,"SELLERSVILLE, PA US",2/28/2013,49,33,34
USC00367938,"SELLERSVILLE, PA US",3/1/2013,45,27,31
USC00367938,"SELLERSVILLE, PA US",3/2/2013,43,30,31
USC00367938,"SELLERSVILLE, PA US",3/3/2013,38,24,27
USC00367938,"SELLERSVILLE, PA US",3/4/2013,36,27,28
USC00367938,"SELLERSVILLE, PA US",3/5/2013,39,28,33
USC00367938,"SELLERSVILLE, PA US",3/6/2013,48,32,37
USC00367938,"SELLERSVILLE, PA US",3/7/2013,41,34,36
USC00367938,"SELLERSVILLE, PA US",3/8/2013,45,28,29
USC00367938,"SELLERSVILLE, PA US",3/9/2013,43,29,36
USC00367938,"SELLERSVILLE, PA US",3/10/2013,62,25,33
USC00367938,"SELLERSVILLE, PA US",3/11/2013,56,33,40
USC00367938,"SELLERSVILLE, PA US",3/12/2013,58,39,53
USC00367938,"SELLERSVILLE, PA US",3/13/2013,56,29,32
USC00367938,"SELLERSVILLE, PA US",3/14/2013,49,27,29
USC00367938,"SELLERSVILLE, PA US",3/15/2013,40,23,26
USC00367938,"SELLERSVILLE, PA US",3/16/2013,50,26,36
USC00367938,"SELLERSVILLE, PA US",3/17/2013,36,25,29
USC00367938,"SELLERSVILLE, PA US",3/18/2013,37,24,27
USC00367938,"SELLERSVILLE, PA US",3/19/2013,36,26,33
USC00367938,"SELLERSVILLE, PA US",3/20/2013,49,27,31
USC00367938,"SELLERSVILLE, PA US",3/21/2013,46,29,30
USC00367938,"SELLERSVILLE, PA US",3/22/2013,36,24,26
USC00367938,"SELLERSVILLE, PA US",3/23/2013,40,26,32
USC00367938,"SELLERSVILLE, PA US",3/24/2013,46,23,26
USC00367938,"SELLERSVILLE, PA US",3/25/2013,47,26,32
USC00367938,"SELLERSVILLE, PA US",3/26/2013,37,32,34
