STATION,NAME,DATE,TMAX,TMIN,Avg Temp
USC00367938,"SELLERSVILLE, PA US",5/6/2016,57,45,48
USC00367938,"SELLERSVILLE, PA US",5/7/2016,51,48,49
USC00367938,"SELLERSVILLE, PA US",5/8/2016,59,43,50
USC00367938,"SELLERSVILLE, PA US",5/9/2016,66,35,53
USC00367938,"SELLERSVILLE, PA US",5/10/2016,68,45,49
USC00367938,"SELLERSVILLE, PA US",5/11/2016,57,44,52
USC00367938,"SELLERSVILLE, PA US",5/12/2016,67,47,55
USC00367938,"SELLERSVILLE, PA US",5/13/2016,76,55,61
USC00367938,"SELLERSVILLE, PA US",5/14/2016,69,48,64
USC00367938,"SELLERSVILLE, PA US",5/15/2016,73,42,49
USC00367938,"SELLERSVILLE, PA US",5/16/2016,54,33,44
USC00367938,"SELLERSVILLE, PA US",5/17/2016,65,44,51
USC00367938,"SELLERSVILLE, PA US",5/18/2016,61,47,53
USC00367938,"SELLERSVILLE, PA US",5/19/2016,61,47,53
USC00367938,"SELLERSVILLE, PA US",5/20/2016,71,40,59
USC00367938,"SELLERSVILLE, PA US",5/21/2016,75,48,51
USC00367938,"SELLERSVILLE, PA US",5/22/2016,62,49,51
USC00367938,"SELLERSVILLE, PA US",5/23/2016,66,47,56
USC00367938,"SELLERSVILLE, PA US",5/24/2016,76,53,63
USC00367938,"SELLERSVILLE, PA US",5/25/2016,82,48,57
USC00367938,"SELLERSVILLE, PA US",5/26/2016,85,54,64
USC00367938,"SELLERSVILLE, PA US",5/27/2016,88,64,74
USC00367938,"SELLERSVILLE, PA US",5/28/2016,88,61,70
USC00367938,"SELLERSVILLE, PA US",5/29/2016,88,63,70
USC00367938,"SELLERSVILLE, PA US",5/30/2016,87,67,68
USC00367938,"SELLERSVILLE, PA US",5/31/2016,83,66,73
USC00367938,"SELLERSVILLE, PA US",6/1/2016,86,62,71
USC00367938,"SELLERSVILLE, PA US",6/2/2016,85,58,62
USC00367938,"SELLERSVILLE, PA US",6/3/2016,81,59,64
USC00367938,"SELLERSVILLE, PA US",6/4/2016,73,64,68
USC00367938,"SELLERSVILLE, PA US",6/5/2016,83,66,67
USC00367938,"SELLERSVILLE, PA US",6/6/2016,83,61,67
USC00367938,"SELLERSVILLE, PA US",6/7/2016,82,67,74
USC00367938,"SELLERSVILLE, PA US",6/8/2016,82,52,60
USC00367938,"SELLERSVILLE, PA US",6/9/2016,64,51,56
USC00367938,"SELLERSVILLE, PA US",6/10/2016,72,56,60
USC00367938,"SELLERSVILLE, PA US",6/11/2016,77,50,53
USC00367938,"SELLERSVILLE, PA US",6/12/2016,90,53,78
USC00367938,"SELLERSVILLE, PA US",6/13/2016,84,57,58
USC00367938,"SELLERSVILLE, PA US",6/14/2016,75,57,60
USC00367938,"SELLERSVILLE, PA US",6/15/2016,79,50,62
USC00367938,"SELLERSVILLE, PA US",6/16/2016,82,61,64
USC00367938,"SELLERSVILLE, PA US",6/17/2016,69,63,66
USC00367938,"SELLERSVILLE, PA US",6/18/2016,83,51,61
USC00367938,"SELLERSVILLE, PA US",6/19/2016,84,57,65
USC00367938,"SELLERSVILLE, PA US",6/20/2016,91,61,68
USC00367938,"SELLERSVILLE, PA US",6/21/2016,88,63,70
USC00367938,"SELLERSVILLE, PA US",6/22/2016,87,59,66
USC00367938,"SELLERSVILLE, PA US",6/23/2016,83,63,65
USC00367938,"SELLERSVILLE, PA US",6/24/2016,83,62,68
USC00367938,"SELLERSVILLE, PA US",6/25/2016,82,60,63
USC00367938,"SELLERSVILLE, PA US",6/26/2016,86,60,64
USC00367938,"SELLERSVILLE, PA US",6/27/2016,86,55,67
USC00367938,"SELLERSVILLE, PA US",6/28/2016,85,67,70
USC00367938,"SELLERSVILLE, PA US",6/29/2016,85,62,67
USC00367938,"SELLERSVILLE, PA US",6/30/2016,81,58,68
USC00367938,"SELLERSVILLE, PA US",7/1/2016,84,61,68
USC00367938,"SELLERSVILLE, PA US",7/2/2016,84,63,64
USC00367938,"SELLERSVILLE, PA US",7/3/2016,75,57,58
USC00367938,"SELLERSVILLE, PA US",7/4/2016,80,56,63
USC00367938,"SELLERSVILLE, PA US",7/5/2016,80,63,72
USC00367938,"SELLERSVILLE, PA US",7/6/2016,86,66,69
USC00367938,"SELLERSVILLE, PA US",7/7/2016,91,68,75
USC00367938,"SELLERSVILLE, PA US",7/8/2016,89,69,76
USC00367938,"SELLERSVILLE, PA US",7/9/2016,91,68,69
USC00367938,"SELLERSVILLE, PA US",7/10/2016,76,61,65
USC00367938,"SELLERSVILLE, PA US",7/11/2016,82,57,66
USC00367938,"SELLERSVILLE, PA US",7/12/2016,83,62,67
USC00367938,"SELLERSVILLE, PA US",7/13/2016,85,66,69
USC00367938,"SELLERSVILLE, PA US",7/14/2016,76,69,74
USC00367938,"SELLERSVILLE, PA US",7/15/2016,92,69,75
USC00367938,"SELLERSVILLE, PA US",7/16/2016,87,66,79
USC00367938,"SELLERSVILLE, PA US",7/17/2016,88,66,72
USC00367938,"SELLERSVILLE, PA US",7/18/2016,89,66,75
USC00367938,"SELLERSVILLE, PA US",7/19/2016,90,65,70
USC00367938,"SELLERSVILLE, PA US",7/20/2016,84,61,69
USC00367938,"SELLERSVILLE, PA US",7/21/2016,84,60,67
USC00367938,"SELLERSVILLE, PA US",7/22/2016,88,63,72
USC00367938,"SELLERSVILLE, PA US",7/23/2016,92,68,69
USC00367938,"SELLERSVILLE, PA US",7/24/2016,96,65,67
USC00367938,"SELLERSVILLE, PA US",7/25/2016,95,67,74
USC00367938,"SELLERSVILLE, PA US",7/26/2016,94,67,72
USC00367938,"SELLERSVILLE, PA US",7/27/2016,89,69,72
USC00367938,"SELLERSVILLE, PA US",7/28/2016,91,65,71
USC00367938,"SELLERSVILLE, PA US",7/29/2016,90,69,70
USC00367938,"SELLERSVILLE, PA US",7/30/2016,87,69,72
USC00367938,"SELLERSVILLE, PA US",7/31/2016,86,70,71
USC00367938,"SELLERSVILLE, PA US",8/1/2016,85,69,70
USC00367938,"SELLERSVILLE, PA US",8/2/2016,77,69,71
USC00367938,"SELLERSVILLE, PA US",8/3/2016,80,60,63
USC00367938,"SELLERSVILLE, PA US",8/4/2016,81,59,64
USC00367938,"SELLERSVILLE, PA US",8/5/2016,83,60,65
USC00367938,"SELLERSVILLE, PA US",8/6/2016,82,65,74
USC00367938,"SELLERSVILLE, PA US",8/7/2016,89,60,62
USC00367938,"SELLERSVILLE, PA US",8/8/2016,88,60,70
USC00367938,"SELLERSVILLE, PA US",8/9/2016,89,60,64
USC00367938,"SELLERSVILLE, PA US",8/10/2016,90,64,76
USC00367938,"SELLERSVILLE, PA US",8/11/2016,88,75,78
USC00367938,"SELLERSVILLE, PA US",8/12/2016,93,73,77
USC00367938,"SELLERSVILLE, PA US",8/13/2016,94,74,75
USC00367938,"SELLERSVILLE, PA US",8/14/2016,95,75,75
USC00367938,"SELLERSVILLE, PA US",8/15/2016,93,70,73
USC00367938,"SELLERSVILLE, PA US",8/16/2016,92,70,75
USC00367938,"SELLERSVILLE, PA US",8/17/2016,89,72,76
USC00367938,"SELLERSVILLE, PA US",8/18/2016,85,69,70
USC00367938,"SELLERSVILLE, PA US",8/19/2016,85,67,72
USC00367938,"SELLERSVILLE, PA US",8/20/2016,88,65,73
USC00367938,"SELLERSVILLE, PA US",8/21/2016,88,69,72
USC00367938,"SELLERSVILLE, PA US",8/22/2016,87,62,67
USC00367938,"SELLERSVILLE, PA US",8/23/2016,79,52,55
USC00367938,"SELLERSVILLE, PA US",8/24/2016,82,55,62
USC00367938,"SELLERSVILLE, PA US",8/25/2016,85,55,65
USC00367938,"SELLERSVILLE, PA US",8/26/2016,88,65,75
USC00367938,"SELLERSVILLE, PA US",8/27/2016,90,63,74
USC00367938,"SELLERSVILLE, PA US",8/28/2016,88,61,64
USC00367938,"SELLERSVILLE, PA US",8/29/2016,89,61,71
USC00367938,"SELLERSVILLE, PA US",8/30/2016,91,60,64
USC00367938,"SELLERSVILLE, PA US",8/31/2016,90,60,67
USC00367938,"SELLERSVILLE, PA US",9/1/2016,88,67,70
USC00367938,"SELLERSVILLE, PA US",9/2/2016,81,57,62
USC00367938,"SELLERSVILLE, PA US",9/3/2016,80,59,60
USC00367938,"SELLERSVILLE, PA US",9/4/2016,78,52,54
USC00367938,"SELLERSVILLE, PA US",9/5/2016,83,52,53
USC00367938,"SELLERSVILLE, PA US",9/6/2016,87,53,67
USC00367938,"SELLERSVILLE, PA US",9/7/2016,87,67,73
USC00367938,"SELLERSVILLE, PA US",9/8/2016,88,66,72
USC00367938,"SELLERSVILLE, PA US",9/9/2016,91,68,71
USC00367938,"SELLERSVILLE, PA US",9/10/2016,92,71,75
USC00367938,"SELLERSVILLE, PA US",9/11/2016,94,74,78
USC00367938,"SELLERSVILLE, PA US",9/12/2016,84,51,59
USC00367938,"SELLERSVILLE, PA US",9/13/2016,81,57,64
USC00367938,"SELLERSVILLE, PA US",9/14/2016,86,59,67
USC00367938,"SELLERSVILLE, PA US",9/15/2016,91,59,61
USC00367938,"SELLERSVILLE, PA US",9/16/2016,78,49,52
USC00367938,"SELLERSVILLE, PA US",9/17/2016,78,51,55
USC00367938,"SELLERSVILLE, PA US",9/18/2016,81,55,71
USC00367938,"SELLERSVILLE, PA US",9/19/2016,85,67,68
USC00367938,"SELLERSVILLE, PA US",9/20/2016,74,63,65
USC00367938,"SELLERSVILLE, PA US",9/21/2016,82,61,63
USC00367938,"SELLERSVILLE, PA US",9/22/2016,87,54,57
USC00367938,"SELLERSVILLE, PA US",9/23/2016,85,49,54
USC00367938,"SELLERSVILLE, PA US",9/24/2016,88,50,62
USC00367938,"SELLERSVILLE, PA US",9/25/2016,82,47,48
USC00367938,"SELLERSVILLE, PA US",9/26/2016,72,47,49
USC00367938,"SELLERSVILLE, PA US",9/27/2016,68,45,60
USC00367938,"SELLERSVILLE, PA US",9/28/2016,73,46,49
USC00367938,"SELLERSVILLE, PA US",9/29/2016,71,49,57
USC00367938,"SELLERSVILLE, PA US",9/30/2016,60,52,53
USC00367938,"SELLERSVILLE, PA US",10/1/2016,60,53,56
USC00367938,"SELLERSVILLE, PA US",10/2/2016,61,56,57
USC00367938,"SELLERSVILLE, PA US",10/3/2016,63,56,59
USC00367938,"SELLERSVILLE, PA US",10/4/2016,73,51,54
USC00367938,"SELLERSVILLE, PA US",10/5/2016,74,50,52
USC00367938,"SELLERSVILLE, PA US",10/6/2016,70,44,45
USC00367938,"SELLERSVILLE, PA US",10/7/2016,76,45,48
USC00367938,"SELLERSVILLE, PA US",10/8/2016,75,45,57
USC00367938,"SELLERSVILLE, PA US",10/9/2016,67,55,58
USC00367938,"SELLERSVILLE, PA US",10/10/2016,64,44,46
USC00367938,"SELLERSVILLE, PA US",10/11/2016,63,36,39
USC00367938,"SELLERSVILLE, PA US",10/12/2016,67,35,40
USC00367938,"SELLERSVILLE, PA US",10/13/2016,68,40,47
USC00367938,"SELLERSVILLE, PA US",10/14/2016,68,37,39
USC00367938,"SELLERSVILLE, PA US",10/15/2016,65,33,34
USC00367938,"SELLERSVILLE, PA US",10/16/2016,67,34,40
USC00367938,"SELLERSVILLE, PA US",10/17/2016,70,40,53
USC00367938,"SELLERSVILLE, PA US",10/18/2016,78,51,52
USC00367938,"SELLERSVILLE, PA US",10/19/2016,83,52,62
USC00367938,"SELLERSVILLE, PA US",10/20/2016,83,53,59
USC00367938,"SELLERSVILLE, PA US",10/21/2016,77,59,65
USC00367938,"SELLERSVILLE, PA US",10/22/2016,79,47,49
USC00367938,"SELLERSVILLE, PA US",10/23/2016,51,37,45
USC00367938,"SELLERSVILLE, PA US",10/24/2016,65,40,41
USC00367938,"SELLERSVILLE, PA US",10/25/2016,64,39,41
USC00367938,"SELLERSVILLE, PA US",10/26/2016,52,26,28
USC00367938,"SELLERSVILLE, PA US",10/27/2016,53,28,37
USC00367938,"SELLERSVILLE, PA US",10/28/2016,52,37,45
USC00367938,"SELLERSVILLE, PA US",10/29/2016,53,28,30
USC00367938,"SELLERSVILLE, PA US",10/30/2016,68,30,51
USC00367938,"SELLERSVILLE, PA US",10/31/2016,79,44,45
USC00367938,"SELLERSVILLE, PA US",11/1/2016,54,28,30
USC00367938,"SELLERSVILLE, PA US",11/2/2016,56,27,42
USC00367938,"SELLERSVILLE, PA US",11/3/2016,70,42,48
USC00367938,"SELLERSVILLE, PA US",11/4/2016,69,46,51
USC00367938,"SELLERSVILLE, PA US",11/5/2016,67,29,30
USC00367938,"SELLERSVILLE, PA US",11/6/2016,64,29,52
USC00367938,"SELLERSVILLE, PA US",11/7/2016,64,27,38
USC00367938,"SELLERSVILLE, PA US",11/8/2016,56,28,33
USC00367938,"SELLERSVILLE, PA US",11/9/2016,70,33,46
USC00367938,"SELLERSVILLE, PA US",11/10/2016,57,38,44
USC00367938,"SELLERSVILLE, PA US",11/11/2016,56,33,46
USC00367938,"SELLERSVILLE, PA US",11/12/2016,61,25,33
USC00367938,"SELLERSVILLE, PA US",11/13/2016,49,21,23
USC00367938,"SELLERSVILLE, PA US",11/14/2016,60,22,28
USC00367938,"SELLERSVILLE, PA US",11/15/2016,62,28,44
USC00367938,"SELLERSVILLE, PA US",11/16/2016,57,25,31
USC00367938,"SELLERSVILLE, PA US",11/17/2016,59,31,41
USC00367938,"SELLERSVILLE, PA US",11/18/2016,62,28,36
USC00367938,"SELLERSVILLE, PA US",11/19/2016,70,32,34
USC00367938,"SELLERSVILLE, PA US",11/20/2016,67,31,36
USC00367938,"SELLERSVILLE, PA US",11/21/2016,41,35,36
USC00367938,"SELLERSVILLE, PA US",11/22/2016,42,36,38
USC00367938,"SELLERSVILLE, PA US",11/23/2016,44,22,31
USC00367938,"SELLERSVILLE, PA US",11/24/2016,46,30,36
USC00367938,"SELLERSVILLE, PA US",11/25/2016,46,35,41
USC00367938,"SELLERSVILLE, PA US",11/26/2016,48,29,40
USC00367938,"SELLERSVILLE, PA US",11/27/2016,47,23,26
USC00367938,"SELLERSVILLE, PA US",11/28/2016,48,19,23
USC00367938,"SELLERSVILLE, PA US",11/29/2016,52,23,49
USC00367938,"SELLERSVILLE, PA US",11/30/2016,58,49,52
USC00367938,"SELLERSVILLE, PA US",12/1/2016,56,47,48
USC00367938,"SELLERSVILLE, PA US",12/2/2016,50,28,33
USC00367938,"SELLERSVILLE, PA US",12/3/2016,49,33,42
USC00367938,"SELLERSVILLE, PA US",12/4/2016,48,38,41
USC00367938,"SELLERSVILLE, PA US",12/5/2016,46,34,38
USC00367938,"SELLERSVILLE, PA US",12/6/2016,48,23,29
USC00367938,"SELLERSVILLE, PA US",12/7/2016,42,29,37
USC00367938,"SELLERSVILLE, PA US",12/8/2016,46,25,30
USC00367938,"SELLERSVILLE, PA US",12/9/2016,43,28,31
USC00367938,"SELLERSVILLE, PA US",12/10/2016,38,23,24
USC00367938,"SELLERSVILLE, PA US",12/11/2016,36,20,25
USC00367938,"SELLERSVILLE, PA US",12/12/2016,35,25,34
USC00367938,"SELLERSVILLE, PA US",12/13/2016,44,27,29
USC00367938,"SELLERSVILLE, PA US",12/14/2016,43,20,28
USC00367938,"SELLERSVILLE, PA US",12/15/2016,40,19,20
USC00367938,"SELLERSVILLE, PA US",12/16/2016,38,9,11
USC00367938,"SELLERSVILLE, PA US",12/17/2016,30,11,29
USC00367938,"SELLERSVILLE, PA US",12/18/2016,53,29,53
USC00367938,"SELLERSVILLE, PA US",12/19/2016,55,21,21
USC00367938,"SELLERSVILLE, PA US",12/20/2016,30,8,15
USC00367938,"SELLERSVILLE, PA US",12/21/2016,31,15,16
USC00367938,"SELLERSVILLE, PA US",12/22/2016,40,16,33
USC00367938,"SELLERSVILLE, PA US",12/23/2016,49,17,26
USC00367938,"SELLERSVILLE, PA US",12/24/2016,45,26,37
USC00367938,"SELLERSVILLE, PA US",12/25/2016,46,24,26
USC00367938,"SELLERSVILLE, PA US",12/26/2016,50,26,32
USC00367938,"SELLERSVILLE, PA US",12/27/2016,52,32,50
USC00367938,"SELLERSVILLE, PA US",12/28/2016,60,37,38
USC00367938,"SELLERSVILLE, PA US",12/29/2016,41,23,34
USC00367938,"SELLERSVILLE, PA US",12/30/2016,40,29,33
USC00367938,"SELLERSVILLE, PA US",12/31/2016,38,20,23
USC00367938,"SELLERSVILLE, PA US",1/1/2017,43,23,30
USC00367938,"SELLERSVILLE, PA US",1/2/2017,49,27,33
USC00367938,"SELLERSVILLE, PA US",1/3/2017,39,33,38
USC00367938,"SELLERSVILLE, PA US",1/4/2017,44,33,43
USC00367938,"SELLERSVILLE, PA US",1/5/2017,51,22,24
USC00367938,"SELLERSVILLE, PA US",1/6/2017,31,21,22
USC00367938,"SELLERSVILLE, PA US",1/7/2017,30,17,19
USC00367938,"SELLERSVILLE, PA US",1/8/2017,21,10,12
USC00367938,"SELLERSVILLE, PA US",1/9/2017,23,2,7
USC00367938,"SELLERSVILLE, PA US",1/10/2017,22,6,14
USC00367938,"SELLERSVILLE, PA US",1/11/2017,40,14,31
USC00367938,"SELLERSVILLE, PA US",1/12/2017,53,31,53
USC00367938,"SELLERSVILLE, PA US",1/13/2017,61,43,44
USC00367938,"SELLERSVILLE, PA US",1/14/2017,48,27,28
USC00367938,"SELLERSVILLE, PA US",1/15/2017,32,21,23
USC00367938,"SELLERSVILLE, PA US",1/16/2017,37,20,20
USC00367938,"SELLERSVILLE, PA US",1/17/2017,42,19,38
USC00367938,"SELLERSVILLE, PA US",1/18/2017,41,37,39
USC00367938,"SELLERSVILLE, PA US",1/19/2017,45,31,31
USC00367938,"SELLERSVILLE, PA US",1/20/2017,44,25,28
USC00367938,"SELLERSVILLE, PA US",1/21/2017,45,28,40
USC00367938,"SELLERSVILLE, PA US",1/22/2017,46,40,42
USC00367938,"SELLERSVILLE, PA US",1/23/2017,49,39,39
USC00367938,"SELLERSVILLE, PA US",1/24/2017,39,33,36
USC00367938,"SELLERSVILLE, PA US",1/25/2017,44,32,42
USC00367938,"SELLERSVILLE, PA US",1/26/2017,53,35,42
USC00367938,"SELLERSVILLE, PA US",1/27/2017,54,38,39
