"","Date","Day.of.week","distance","Time","Pace","MD","Month","Year","STATION","NAME","TMAX","TMIN","Avg.Temp"
"483",2020-12-21,"Monday",6.34,"0:54:02",8.51666666666667,"21-Dec",12,2020,"USC00368180","SELLERSVILLE, PA US",40.5,33.9,36
"484",2020-12-28,"Monday",6.1,"0:51:54",8.5,"28-Dec",12,2020,"USC00368187","SELLERSVILLE, PA US",51.7,28.5,39.3
"485",2021-01-04,"Monday",4.68,"0:39:40",8.48333333333333,"4-Jan",1,2021,"USC00368194","SELLERSVILLE, PA US",41.9,34.3,37.7
"486",2021-01-14,"Thursday",4.97,"0:42:47",8.6,"14-Jan",1,2021,"USC00368204","SELLERSVILLE, PA US",49,27.8,36.8
"487",2021-01-19,"Tuesday",4.82,"0:42:32",8.81666666666667,"19-Jan",1,2021,"USC00368209","SELLERSVILLE, PA US",42.2,29.6,35.3
"488",2021-01-30,"Saturday",4.98,"0:42:30",8.53333333333333,"30-Jan",1,2021,"USC00368220","SELLERSVILLE, PA US",33.8,18.6,24.8
"489",2021-02-06,"Saturday",4.82,"0:41:57",8.7,"6-Feb",2,2021,"USC00368227","SELLERSVILLE, PA US",43.1,26.8,35.8
"490",2021-02-16,"Tuesday",4.98,"0:43:25",8.71666666666667,"16-Feb",2,2021,"USC00368237","SELLERSVILLE, PA US",46.2,28.9,37.7
"491",2021-02-24,"Wednesday",4.95,"0:42:23",8.56666666666667,"24-Feb",2,2021,"USC00368245","SELLERSVILLE, PA US",54.1,32.4,44.4
"492",2021-03-09,"Tuesday",4.93,"0:42:13",8.56666666666667,"9-Mar",3,2021,"USC00368258","SELLERSVILLE, PA US",63.4,35.7,48.9
"493",2021-03-17,"Wednesday",4.93,"0:42:03",8.53333333333333,"17-Mar",3,2021,"USC00368266","SELLERSVILLE, PA US",45.8,33.8,39.7
"494",2021-03-22,"Monday",4.96,"0:41:43",8.41666666666667,"22-Mar",3,2021,"USC00368271","SELLERSVILLE, PA US",61.9,30,46.9
"495",2021-03-30,"Tuesday",4.96,"0:42:07",8.48333333333333,"30-Mar",3,2021,"USC00368279","SELLERSVILLE, PA US",63.7,31,48.5
"496",2021-04-13,"Tuesday",4.86,"0:41:53",8.61666666666667,"13-Apr",4,2021,"USC00368293","SELLERSVILLE, PA US",65.1,44.7,52.9
"497",2021-04-20,"Tuesday",4.97,"0:42:01",8.45,"20-Apr",4,2021,"USC00368300","SELLERSVILLE, PA US",73.1,43.5,59.2
"498",2021-04-27,"Tuesday",4.98,"0:42:26",8.51666666666667,"27-Apr",4,2021,"USC00368307","SELLERSVILLE, PA US",75.6,41.4,57.7
"499",2021-05-04,"Tuesday",4.99,"0:42:26",8.51666666666667,"4-May",5,2021,"USC00368314","SELLERSVILLE, PA US",80.5,54.1,65.4
"500",2021-05-11,"Tuesday",6.11,"0:52:19",8.56666666666667,"11-May",5,2021,"USC00368321","SELLERSVILLE, PA US",63.8,43,53.8
"501",2021-05-18,"Tuesday",4.97,"0:43:10",8.68333333333333,"18-May",5,2021,"USC00368328","SELLERSVILLE, PA US",80.5,49.1,66.4
"502",2021-05-27,"Thursday",4.72,"0:41:12",8.71666666666667,"27-May",5,2021,"USC00368337","SELLERSVILLE, PA US",81.5,64.8,72.5
"503",2021-06-01,"Tuesday",4.97,"0:42:44",8.6,"1-Jun",6,2021,"USC00368342","SELLERSVILLE, PA US",75.2,50.9,64.4
"504",2021-06-12,"Saturday",6.11,"0:52:54",8.66666666666667,"12-Jun",6,2021,"USC00368353","SELLERSVILLE, PA US",72.6,61,66.6
"505",2021-06-15,"Tuesday",4.96,"0:42:08",8.5,"15-Jun",6,2021,"USC00368356","SELLERSVILLE, PA US",78.1,62,69.7
"506",2021-06-24,"Thursday",6.53,"0:59:52",9.16666666666667,"24-Jun",6,2021,"USC00368365","SELLERSVILLE, PA US",77,51.1,65.1
"507",2021-07-02,"Friday",6.05,"0:52:19",8.65,"2-Jul",7,2021,"USC00368373","SELLERSVILLE, PA US",79.1,64.3,71.6
"508",2021-07-08,"Thursday",5.55,"0:46:46",8.43333333333333,"8-Jul",7,2021,"USC00368379","SELLERSVILLE, PA US",86.9,70.2,78.1
"509",2021-07-24,"Saturday",4.98,"0:43:24",8.71666666666667,"24-Jul",7,2021,"USC00368395","SELLERSVILLE, PA US",83.7,58.9,72.9
"510",2021-08-04,"Wednesday",4.8,"0:43:53",9.13333333333333,"4-Aug",8,2021,"USC00368406","SELLERSVILLE, PA US",78.4,60.4,68.1
"511",2021-08-08,"Sunday",4.92,"0:43:56",8.93333333333333,"8-Aug",8,2021,"USC00368410","SELLERSVILLE, PA US",82.4,65.4,73.3
"512",2021-08-15,"Sunday",4.92,"0:43:13",8.78333333333333,"15-Aug",8,2021,"USC00368417","SELLERSVILLE, PA US",82.6,66,74.3
"513",2021-08-21,"Saturday",4.79,"0:42:38",8.9,"21-Aug",8,2021,"USC00368423","SELLERSVILLE, PA US",81.9,66.8,74.3
"514",2021-08-30,"Monday",4.85,"0:43:23",8.95,"30-Aug",8,2021,"USC00368432","SELLERSVILLE, PA US",85.9,70.9,77.5
"515",2021-09-06,"Monday",4.96,"0:43:09",8.7,"6-Sep",9,2021,"USC00368439","SELLERSVILLE, PA US",81.2,64.7,72.5
"516",2021-09-10,"Friday",4.79,"0:42:07",8.8,"10-Sep",9,2021,"USC00368443","SELLERSVILLE, PA US",73.2,55.9,64.6
"517",2021-09-18,"Saturday",4.93,"0:43:16",8.76666666666667,"18-Sep",9,2021,"USC00368451","SELLERSVILLE, PA US",84.9,66.6,74.2
"518",2021-09-25,"Saturday",4.72,"0:40:29",8.58333333333333,"25-Sep",9,2021,"USC00368458","SELLERSVILLE, PA US",74.2,48.6,60.6
"519",2021-09-30,"Thursday",4.97,"0:42:06",8.48333333333333,"30-Sep",9,2021,"USC00368463","SELLERSVILLE, PA US",66,51,59.4
"520",2021-10-08,"Friday",4.94,"0:43:05",8.73333333333333,"8-Oct",10,2021,"USC00368471","SELLERSVILLE, PA US",75.6,57.1,66.1
"521",2021-10-18,"Monday",4.95,"0:42:36",8.6,"18-Oct",10,2021,"USC00368481","SELLERSVILLE, PA US",59.5,44.4,50.7
"522",2021-11-25,"Thursday",4.96,"0:43:27",8.76666666666667,"25-Nov",11,2021,"USC00368519","SELLERSVILLE, PA US",54,30.9,41.7
"523",2021-12-03,"Friday",4.97,"0:43:11",8.75,"3-Dec",12,2021,"USC00368527","SELLERSVILLE, PA US",49,36.5,43.4
"524",2021-12-10,"Friday",4.96,"0:43:11",8.7,"10-Dec",12,2021,"USC00368534","SELLERSVILLE, PA US",48.4,32.5,40.2
"525",2021-12-17,"Friday",4.93,"0:42:07",8.55,"17-Dec",12,2021,"USC00368541","SELLERSVILLE, PA US",57.9,41.5,52.1
"526",2021-12-24,"Friday",4.89,"0:41:42",8.53333333333333,"24-Dec",12,2021,"USC00368548","SELLERSVILLE, PA US",47.1,31.7,37.3
"527",2021-12-30,"Thursday",4.97,"0:43:26",8.75,"30-Dec",12,2021,"USC00368554","SELLERSVILLE, PA US",51.8,42.5,46.3
"528",2022-01-13,"Thursday",4.65,"0:40:45",8.76666666666667,"13-Jan",1,2022,"USC00368568","SELLERSVILLE, PA US",47,25.8,35
"529",2022-01-28,"Friday",5,"0:42:23",8.46666666666667,"28-Jan",1,2022,"USC00368583","SELLERSVILLE, PA US",32.1,26.7,29.5
"530",2022-02-11,"Friday",4.93,"0:41:23",8.4,"11-Feb",2,2022,"USC00368597","SELLERSVILLE, PA US",58.9,24.9,43.3
"531",2022-02-18,"Friday",4.94,"0:41:17",8.36666666666667,"18-Feb",2,2022,"USC00368604","SELLERSVILLE, PA US",63.4,26.2,44.5
"532",2022-02-23,"Wednesday",4.69,"0:39:30",8.43333333333333,"23-Feb",2,2022,"USC00368609","SELLERSVILLE, PA US",66.5,37.7,57.6
"533",2022-03-06,"Sunday",5.01,"0:44:16",8.83333333333333,"6-Mar",3,2022,"USC00368620","SELLERSVILLE, PA US",68.2,41,55.4
