Day of week,Date,distance,Time,Pace,MD,Month,Year
Sunday,12/11/11,5.07,0:41:39,0:08:13,12/11/20,12,2011
Sunday,12/4/11,5.01,0:43:55,0:08:46,12/4/20,12,2011
Sunday,11/27/11,5.17,0:42:14,0:08:10,11/27/20,11,2011
Friday,11/25/11,5.19,0:45:07,0:08:42,11/25/20,11,2011
Sunday,11/20/11,5.19,0:43:37,0:08:24,11/20/20,11,2011
Sunday,11/13/11,5,0:42:30,0:08:30,11/13/20,11,2011
Sunday,11/6/11,5.19,0:43:26,0:08:22,11/6/20,11,2011
Sunday,10/23/11,5.18,0:43:20,0:08:22,10/23/20,10,2011
Sunday,10/16/11,5.04,0:44:25,0:08:49,10/16/20,10,2011
Sunday,10/9/11,5.12,0:42:51,0:08:22,10/9/20,10,2011
Sunday,10/2/11,5.28,0:44:59,0:08:31,10/2/20,10,2011
Sunday,9/25/11,5.1,0:44:33,0:08:44,9/25/20,9,2011
Sunday,9/18/11,5.1,0:42:27,0:08:19,9/18/20,9,2011
Sunday,9/11/11,5.13,0:44:33,0:08:41,9/11/20,9,2011
Sunday,9/4/11,5.1,0:47:33,0:09:19,9/4/20,9,2011
Sunday,8/28/11,6.55,1:00:04,0:09:10,8/28/20,8,2011
Friday,8/26/11,6.04,0:53:43,0:08:54,8/26/20,8,2011
Sunday,8/21/11,6.52,1:02:47,0:09:38,8/21/20,8,2011
Tuesday,8/16/11,3.61,0:32:48,0:09:05,8/16/20,8,2011
Sunday,8/7/11,6,0:59:14,0:09:52,8/7/20,8,2011
Sunday,7/10/11,6.54,1:00:35,0:09:16,7/10/20,7,2011
Sunday,6/26/11,6.58,1:02:26,0:09:29,6/26/20,6,2011
Sunday,6/19/11,6.53,1:04:12,0:09:50,6/19/20,6,2011
Sunday,6/12/11,6.47,1:02:40,0:09:41,6/12/20,6,2011
Sunday,6/5/11,6.51,1:00:31,0:09:18,6/5/20,6,2011
Friday,5/27/11,6.02,0:56:51,0:09:27,5/27/20,5,2011
Sunday,5/22/11,6.58,1:02:09,0:09:27,5/22/20,5,2011
Sunday,5/15/11,6.58,1:01:08,0:09:17,5/15/20,5,2011
Wednesday,5/11/11,3.65,0:33:40,0:09:13,5/11/20,5,2011
Sunday,5/8/11,6.53,1:01:36,0:09:26,5/8/20,5,2011
Sunday,5/1/11,6.56,1:02:02,0:09:27,5/1/20,5,2011
Sunday,4/24/11,6.55,1:00:16,0:09:12,4/24/20,4,2011
Sunday,4/17/11,6.58,1:01:25,0:09:20,4/17/20,4,2011
Sunday,4/10/11,6.49,1:00:31,0:09:19,4/10/20,4,2011
Sunday,4/3/11,9.36,1:29:41,0:09:35,4/3/20,4,2011
Sunday,3/27/11,6.52,0:59:05,0:09:04,3/27/20,3,2011
Sunday,3/20/11,6.56,1:01:19,0:09:21,3/20/20,3,2011
Sunday,3/13/11,6.54,1:04:01,0:09:47,3/13/20,3,2011
Sunday,3/6/11,6.68,1:07:03,0:10:02,3/6/20,3,2011
Sunday,2/27/11,6.56,1:01:39,0:09:24,2/27/20,2,2011
Sunday,2/20/11,6.52,1:02:52,0:09:39,2/20/20,2,2011
Sunday,2/13/11,6.56,1:01:54,0:09:26,2/13/20,2,2011
Sunday,1/30/11,6.51,1:00:58,0:09:22,1/30/20,1,2011
Friday,1/14/11,6.52,1:04:06,0:09:50,1/14/20,1,2011
Saturday,1/1/11,6.56,1:08:18,0:10:25,1/1/20,1,2011
Saturday,12/25/10,6.51,1:02:40,0:09:38,12/25/20,12,2010
Sunday,12/19/10,5.06,0:51:19,0:10:08,12/19/20,12,2010
Sunday,12/12/10,6.49,1:06:28,0:10:14,12/12/20,12,2010
Friday,12/3/10,3.65,0:34:15,0:09:23,12/3/20,12,2010
Sunday,11/21/10,6.74,1:03:40,0:09:27,11/21/20,11,2010
Saturday,11/13/10,6.74,1:08:15,0:10:08,11/13/20,11,2010
Sunday,11/7/10,6.67,1:05:04,0:09:45,11/7/20,11,2010
Wednesday,11/3/10,3.71,0:33:56,0:09:09,11/3/20,11,2010
Sunday,10/31/10,6.78,1:04:09,0:09:28,10/31/20,10,2010
Sunday,10/24/10,6.63,1:04:04,0:09:40,10/24/20,10,2010
Sunday,10/17/10,6.69,1:06:32,0:09:57,10/17/20,10,2010
Saturday,10/2/10,6.75,1:06:20,0:09:50,10/2/20,10,2010
Sunday,9/26/10,3.62,0:31:46,0:08:47,9/26/20,9,2010
Friday,9/24/10,6.66,1:05:10,0:09:47,9/24/20,9,2010
Sunday,9/19/10,13.1,2:05:16,0:09:34,9/19/20,9,2010
Wednesday,9/15/10,2.93,0:26:57,0:09:12,9/15/20,9,2010
Sunday,9/12/10,7.05,1:10:09,0:09:57,9/12/20,9,2010
Thursday,9/9/10,3.01,0:26:35,0:08:50,9/9/20,9,2010
Monday,9/6/10,6.57,1:04:41,0:09:51,9/6/20,9,2010
Friday,9/3/10,6.56,1:07:30,0:10:17,9/3/20,9,2010
Sunday,8/29/10,3.29,0:33:09,0:10:05,8/29/20,8,2010
Wednesday,8/18/10,3.5,0:31:32,0:09:01,8/18/20,8,2010
Sunday,8/8/10,3.96,0:37:10,0:09:23,8/8/20,8,2010
Friday,8/6/10,7.04,1:06:11,0:09:24,8/6/20,8,2010
Friday,7/30/10,6.96,1:08:31,0:09:51,7/30/20,7,2010
Saturday,7/17/10,7.08,1:08:20,0:09:39,7/17/20,7,2010
Sunday,7/4/10,5.43,0:51:32,0:09:29,7/4/20,7,2010
Sunday,6/27/10,6.77,1:05:46,0:09:43,6/27/20,6,2010
Monday,6/21/10,3.77,0:35:13,0:09:20,6/21/20,6,2010
Friday,6/18/10,6.09,0:58:19,0:09:35,6/18/20,6,2010
Sunday,6/13/10,6,0:57:33,0:09:35,6/13/20,6,2010
Wednesday,6/9/10,3.16,0:26:28,0:08:23,6/9/20,6,2010
Saturday,6/5/10,10,1:36:38,0:09:40,6/5/20,6,2010
Thursday,6/3/10,3,0:29:07,0:09:42,6/3/20,6,2010
Monday,5/31/10,6.24,0:58:28,0:09:22,5/31/20,5,2010
Thursday,5/27/10,4.35,0:38:22,0:08:49,5/27/20,5,2010
Wednesday,5/19/10,3.71,0:33:26,0:09:01,5/19/20,5,2010
Sunday,5/16/10,6.81,1:03:02,0:09:15,5/16/20,5,2010
Tuesday,5/11/10,3.71,0:31:38,0:08:32,5/11/20,5,2010
Friday,5/7/10,6.01,0:56:27,0:09:24,5/7/20,5,2010
Tuesday,5/4/10,5.16,0:46:08,0:08:56,5/4/20,5,2010
Saturday,5/1/10,3,0:27:34,0:09:11,5/1/20,5,2010
Saturday,4/24/10,6.11,0:55:02,0:09:00,4/24/20,4,2010
Sunday,4/18/10,6.21,0:58:01,0:09:21,4/18/20,4,2010
Wednesday,4/14/10,3.17,0:27:39,0:08:43,4/14/20,4,2010
Sunday,4/11/10,6.2,1:00:48,0:09:48,4/11/20,4,2010
Saturday,4/3/10,6,0:54:18,0:09:03,4/3/20,4,2010
Wednesday,3/31/10,3.02,0:26:56,0:08:55,3/31/20,3,2010
Sunday,3/28/10,5.99,0:59:19,0:09:54,3/28/20,3,2010
Sunday,3/21/10,5.92,1:02:02,0:10:29,3/21/20,3,2010
Thursday,3/18/10,2.98,0:29:45,0:09:59,3/18/20,3,2010
Wednesday,3/10/10,10,1:44:14,0:10:25,3/10/20,3,2010
Sunday,3/7/10,6.06,1:02:37,0:10:20,3/7/20,3,2010
Saturday,2/27/10,6.19,1:01:46,0:09:59,2/27/20,2,2010
Thursday,2/18/10,6.06,1:00:21,0:09:58,2/18/20,2,2010
Tuesday,2/9/10,3.1,0:30:15,0:09:45,2/9/20,2,2010
Thursday,1/28/10,6.03,1:00:51,0:10:05,1/28/20,1,2010
Thursday,1/21/10,3.62,0:34:46,0:09:36,1/21/20,1,2010
Wednesday,1/13/10,4.09,0:39:11,0:09:35,1/13/20,1,2010
Thursday,1/7/10,4.08,0:39:15,0:09:37,1/7/20,1,2010
Friday,1/1/10,3,0:29:39,0:09:53,1/1/20,1,2010
Friday,10/30/09,5.64,0:57:21,0:10:10,10/30/20,10,2009
Sunday,10/25/09,6.57,1:08:02,0:10:21,10/25/20,10,2009
Wednesday,10/21/09,3.92,0:38:17,0:09:46,10/21/20,10,2009
Sunday,10/18/09,5.72,0:58:24,0:10:13,10/18/20,10,2009
Wednesday,10/14/09,4.05,0:38:57,0:09:37,10/14/20,10,2009
Sunday,10/11/09,5.96,1:01:31,0:10:19,10/11/20,10,2009
Tuesday,10/6/09,3.98,0:39:35,0:09:57,10/6/20,10,2009
Saturday,10/3/09,5.88,0:59:57,0:10:12,10/3/20,10,2009
Wednesday,9/30/09,4.11,0:40:03,0:09:45,9/30/20,9,2009
Saturday,9/26/09,6.01,0:59:34,0:09:55,9/26/20,9,2009
Tuesday,9/22/09,6,0:59:04,0:09:51,9/22/20,9,2009
Thursday,9/10/09,3.57,0:33:40,0:09:26,9/10/20,9,2009
Sunday,9/6/09,5.21,0:53:53,0:10:21,9/6/20,9,2009
Sunday,8/30/09,5,0:53:39,0:10:44,8/30/20,8,2009
Wednesday,8/26/09,6.01,1:02:10,0:10:21,8/26/20,8,2009
Saturday,8/22/09,3.18,0:31:37,0:09:57,8/22/20,8,2009
Wednesday,8/19/09,3.62,0:38:28,0:10:38,8/19/20,8,2009
Friday,8/14/09,4.83,0:51:05,0:10:35,8/14/20,8,2009
Tuesday,8/11/09,3.55,0:37:28,0:10:33,8/11/20,8,2009
Sunday,8/9/09,3.96,0:41:31,0:10:29,8/9/20,8,2009
Friday,8/7/09,3.89,0:39:18,0:10:06,8/7/20,8,2009
Monday,8/3/09,3.47,0:37:11,0:10:43,8/3/20,8,2009
Friday,7/31/09,3.66,0:38:05,0:10:24,7/31/20,7,2009
Monday,7/27/09,3.55,0:36:20,0:10:14,7/27/20,7,2009
Friday,7/24/09,4.04,0:40:38,0:10:03,7/24/20,7,2009
Wednesday,7/22/09,3.67,0:38:57,0:10:37,7/22/20,7,2009
Saturday,7/18/09,4.84,0:50:48,0:10:30,7/18/20,7,2009
Thursday,7/16/09,3.63,0:38:36,0:10:38,7/16/20,7,2009
Tuesday,7/14/09,4.16,0:42:54,0:10:19,7/14/20,7,2009
Saturday,7/11/09,4.83,0:51:35,0:10:41,7/11/20,7,2009
Thursday,7/9/09,4.04,0:41:54,0:10:22,7/9/20,7,2009
Monday,7/6/09,3.5,0:35:51,0:10:15,7/6/20,7,2009
Saturday,7/4/09,4.69,0:49:11,0:10:29,7/4/20,7,2009
Thursday,7/2/09,3.5,0:35:31,0:10:09,7/2/20,7,2009
Monday,6/29/09,4.06,0:41:36,0:10:15,6/29/20,6,2009
Saturday,6/27/09,3.99,0:41:46,0:10:28,6/27/20,6,2009
Thursday,6/25/09,4.48,0:45:39,0:10:11,6/25/20,6,2009
Wednesday,6/24/09,2.92,0:27:10,0:09:18,6/24/20,6,2009
Monday,6/22/09,3.59,0:37:45,0:10:31,6/22/20,6,2009
Friday,6/19/09,4,0:41:38,0:10:24,6/19/20,6,2009
Wednesday,6/17/09,5.46,0:58:05,0:10:38,6/17/20,6,2009
Monday,6/15/09,4.01,0:42:51,0:10:41,6/15/20,6,2009
Friday,6/12/09,4.01,0:41:31,0:10:21,6/12/20,6,2009
Wednesday,6/10/09,4,0:41:11,0:10:18,6/10/20,6,2009
Monday,6/8/09,3.53,0:36:46,0:10:25,6/8/20,6,2009
Saturday,6/6/09,3.18,0:34:01,0:10:42,6/6/20,6,2009
Thursday,6/4/09,4.05,0:40:43,0:10:03,6/4/20,6,2009
Thursday,5/28/09,3.58,0:37:35,0:10:30,5/28/20,5,2009
Monday,5/25/09,3.22,0:34:55,0:10:51,5/25/20,5,2009
Saturday,5/23/09,5.01,0:34:55,0:06:58,5/23/20,5,2009
Tuesday,5/19/09,3.51,0:36:54,0:10:31,5/19/20,5,2009
Sunday,5/17/09,3.16,0:33:00,0:10:27,5/17/20,5,2009
Thursday,5/14/09,4.09,0:43:48,0:10:43,5/14/20,5,2009
Monday,5/11/09,3.66,0:38:08,0:10:25,5/11/20,5,2009
Friday,5/8/09,3.15,0:33:37,0:10:40,5/8/20,5,2009
Tuesday,4/28/09,3.02,0:32:42,0:10:50,4/28/20,4,2009
Saturday,4/25/09,3,0:32:24,0:10:48,4/25/20,4,2009
Saturday,4/18/09,3.05,0:33:03,0:10:50,4/18/20,4,2009
Thursday,4/16/09,3.55,0:37:14,0:10:29,4/16/20,4,2009
Monday,4/13/09,3.22,0:34:06,0:10:35,4/13/20,4,2009
Friday,4/10/09,2.88,0:30:25,0:10:34,4/10/20,4,2009
Tuesday,3/24/09,3,0:31:31,0:10:30,3/24/20,3,2009
Sunday,3/22/09,3.83,0:49:10,0:12:50,3/22/20,3,2009
Friday,3/13/09,2.91,0:30:14,0:10:23,3/13/20,3,2009
Monday,3/9/09,3.24,0:40:03,0:12:22,3/9/20,3,2009
Thursday,3/5/09,2.76,0:30:14,0:10:57,3/5/20,3,2009
Thursday,2/26/09,3.03,0:34:41,0:11:27,2/26/20,2,2009
Monday,2/23/09,2.02,0:24:31,0:12:08,2/23/20,2,2009
Friday,2/20/09,3.03,0:35:25,0:11:41,2/20/20,2,2009
Monday,2/16/09,3.22,0:38:49,0:12:03,2/16/20,2,2009
Friday,2/13/09,3.21,0:38:12,0:11:54,2/13/20,2,2009
Monday,2/9/09,3.47,0:39:37,0:11:25,2/9/20,2,2009
Monday,2/2/09,3.17,0:42:41,0:13:28,2/2/20,2,2009
Thursday,1/22/09,3.3,0:38:27,0:11:39,1/22/20,1,2009
Tuesday,1/13/09,3,0:37:34,0:12:31,1/13/20,1,2009
Friday,1/9/09,2.74,0:40:13,0:14:41,1/9/20,1,2009
Sunday,11/2/08,2.43,0:37:33,0:15:27,11/2/20,11,2008
Friday,10/31/08,3.13,0:41:18,0:13:11,10/31/20,10,2008
Monday,10/6/08,0.94,0:15:00,0:15:57,10/6/20,10,2008
Tuesday,12/1/20,6.15,0:08:14,50:38,,,
Thursday,11/26/20,6.15,0:08:41,53:23,,,
Friday,11/20/20,3.49,0:08:31,29:48,,,
Tuesday,11/10/20,6.16,0:08:42,53:34,,,
Saturday,11/7/20,5.89,0:08:40,51:03,,,
Wednesday,11/4/20,6.14,0:08:31,52:16,,,
Saturday,10/31/20,6.37,0:08:26,53:43,,,
Tuesday,10/20/20,6.14,0:08:26,51:47,,,
Wednesday,10/14/20,6.16,0:08:27,52:00,,,
Saturday,10/10/20,6.15,0:08:35,52:47,,,
Tuesday,10/6/20,6.14,0:08:30,52:16,,,
Saturday,10/3/20,6.03,0:08:34,51:36,,,
Tuesday,9/22/20,6.14,0:08:30,52:12,,,
Tuesday,9/15/20,6.15,0:08:30,52:20,,,
Saturday,9/12/20,6.16,0:08:20,51:17,,,
Tuesday,9/8/20,6.14,0:08:27,51:52,,,
Saturday,9/5/20,6.12,0:08:22,51:14,,,
Monday,8/31/20,6.14,0:08:21,51:16,,,
Friday,8/28/20,6.14,0:08:21,51:20,,,
Tuesday,8/25/20,6.19,0:08:19,51:28,,,
Saturday,8/22/20,5.99,0:08:26,50:29,,,
Tuesday,8/18/20,6.16,0:08:36,52:58,,,
Saturday,8/15/20,6.12,0:08:41,53:09,,,
Tuesday,8/11/20,6.13,0:08:24,51:32,,,
Saturday,8/8/20,6.13,0:08:28,51:58,,,
Wednesday,8/5/20,6.36,0:08:26,53:38,,,
Saturday,8/1/20,6.18,0:08:25,52:02,,,
Tuesday,7/28/20,6.15,0:08:34,52:42,,,
Saturday,7/25/20,6.15,0:08:24,51:41,,,
Thursday,7/23/20,6.15,0:08:42,53:28,,,
Sunday,7/19/20,6.15,0:08:31,52:24,,,
Monday,7/13/20,6.04,0:08:29,51:14,,,
Saturday,7/11/20,6.25,0:08:38,54:00,,,
Tuesday,7/7/20,6.15,0:08:27,52:00,,,
Saturday,7/4/20,6.15,0:08:30,52:17,,,
Monday,6/29/20,6.13,0:08:27,51:50,,,
Saturday,6/27/20,6.14,0:08:30,52:09,,,
Tuesday,6/23/20,6.14,0:08:26,51:43,,,
Saturday,6/20/20,6.13,0:08:27,51:51,,,
Wednesday,6/17/20,6.16,0:08:28,52:10,,,
Saturday,6/13/20,6.16,0:08:19,51:12,,,
Tuesday,6/9/20,5.23,0:08:31,44:33,,,
Sunday,6/7/20,6.15,0:08:29,52:12,,,
Tuesday,6/2/20,6.17,0:08:22,51:37,,,
Saturday,5/30/20,6.13,0:08:29,52:02,,,
Tuesday,5/26/20,6.15,0:08:22,51:30,,,
Thursday,5/21/20,6.14,0:08:17,50:48,,,
Tuesday,5/19/20,6.16,0:08:22,51:33,,,
Saturday,5/16/20,6.13,0:08:31,52:13,,,
Wednesday,5/13/20,6.16,0:08:18,51:06,,,
Thursday,5/7/20,6.17,0:08:26,52:02,,,
Monday,5/4/20,6.15,0:08:28,52:06,,,
Saturday,5/2/20,6.15,0:08:27,51:56,,,
Tuesday,4/28/20,6.16,0:08:27,51:59,,,
Saturday,4/25/20,6.16,0:08:29,52:15,,,
Thursday,4/23/20,6.15,0:08:35,52:42,,,
Sunday,4/19/20,6.15,0:08:33,52:37,,,
Tuesday,4/14/20,6.17,0:08:36,52:59,,,
Sunday,4/12/20,6.16,0:08:32,52:32,,,
Monday,4/6/20,6.16,0:08:36,52:55,,,
Friday,4/3/20,6.16,0:08:31,52:24,,,
Monday,3/30/20,6.16,0:08:31,52:24,,,
Friday,3/27/20,6.15,0:08:27,52:00,,,
Tuesday,3/24/20,6.15,0:08:27,51:59,,,
Saturday,3/21/20,6.15,0:08:25,51:51,,,
Tuesday,3/17/20,6.15,0:08:26,51:50,,,
Friday,3/13/20,3.49,0:08:22,29:13,,,
Monday,3/9/20,6.15,0:08:27,52:00,,,
Monday,3/2/20,6.15,0:08:20,51:13,,,
Thursday,2/20/20,6.12,0:08:22,51:12,,,
Monday,2/17/20,5.51,0:08:16,45:35,,,
Wednesday,2/12/20,6.16,0:08:28,52:09,,,
Sunday,2/9/20,4.02,0:08:26,33:52,,,
Monday,2/3/20,6.15,0:08:19,51:05,,,
Wednesday,1/29/20,6.12,0:08:27,51:41,,,
Sunday,1/26/20,6.16,0:08:22,51:34,,,
Wednesday,1/22/20,3.52,0:08:32,30:03,,,
Wednesday,1/15/20,6.17,0:08:31,52:35,,,
Friday,1/10/20,6.16,0:08:25,51:52,,,
Tuesday,12/31/19,4.35,0:08:23,36:28,,,
Saturday,12/28/19,6.15,0:08:31,52:25,,,
Saturday,12/21/19,6.16,0:08:20,51:21,,,
Saturday,12/14/19,2.32,0:08:31,19:47,,,
Friday,12/6/19,6.38,0:08:35,54:43,,,
Monday,11/25/19,6.17,0:08:27,52:06,,,
Sunday,11/17/19,6.18,0:08:19,51:22,,,
Saturday,11/9/19,6.12,0:08:23,51:15,,,
Saturday,11/2/19,6.17,0:08:25,51:53,,,
Sunday,10/27/19,6.12,0:08:29,51:53,,,
Saturday,10/19/19,6.16,0:08:19,51:08,,,
Thursday,10/17/19,6.37,0:08:23,53:27,,,
Sunday,10/13/19,6.37,0:08:27,53:51,,,
Thursday,10/10/19,6.13,0:08:35,52:37,,,
Sunday,10/6/19,6.32,0:08:30,53:47,,,
Sunday,9/29/19,2.99,0:08:51,26:29,,,
Wednesday,9/25/19,4.93,0:08:40,42:47,,,
Sunday,9/22/19,6.08,0:08:39,52:39,,,
Thursday,9/19/19,3.49,0:08:27,29:29,,,
Sunday,9/15/19,6.05,0:08:44,52:52,,,
Friday,9/13/19,4.96,0:08:46,43:29,,,
Sunday,9/8/19,10,0:09:19,1:33:09,,,
Friday,9/6/19,4.95,0:08:34,42:23,,,
Tuesday,9/3/19,3.39,0:08:47,29:49,,,
Friday,8/30/19,4.93,0:08:50,43:32,,,
Tuesday,8/27/19,4.98,0:08:37,42:53,,,
Saturday,8/24/19,9.1,0:09:47,1:29:06,,,
Thursday,8/22/19,4.98,0:08:49,43:54,,,
Tuesday,8/20/19,4.97,0:08:49,43:46,,,
Friday,8/16/19,3.02,0:08:48,26:33,,,
Wednesday,8/14/19,5,0:08:45,43:46,,,
Sunday,8/11/19,6.02,0:08:38,51:58,,,
Thursday,8/8/19,4.95,0:08:47,43:24,,,
Tuesday,8/6/19,4.98,0:08:29,42:12,,,
Saturday,8/3/19,4.9,0:08:45,42:50,,,
Thursday,8/1/19,4.98,0:08:47,43:42,,,
Tuesday,7/30/19,4.99,0:08:40,43:12,,,
Friday,7/19/19,4.99,0:08:35,42:52,,,
Tuesday,7/16/19,3.93,0:08:26,33:10,,,
Wednesday,7/10/19,8.02,0:09:07,1:13:06,,,
Sunday,7/7/19,6.08,0:08:31,51:46,,,
Friday,7/5/19,4.98,0:08:38,42:58,,,
Friday,6/28/19,9.96,0:11:50,1:57:53,,,
Wednesday,6/26/19,3.12,0:07:35,23:40,,,
Friday,6/21/19,6.02,0:12:41,1:16:19,,,
Tuesday,6/18/19,4.98,0:08:58,44:41,,,
Saturday,6/15/19,5.95,0:08:48,52:19,,,
Tuesday,6/11/19,4.99,0:08:32,42:36,,,
Saturday,6/8/19,4.98,0:08:35,42:43,,,
Sunday,6/2/19,6,0:08:42,52:11,,,
Friday,5/31/19,4.98,0:08:42,43:22,,,
Saturday,5/25/19,4.97,0:08:38,42:51,,,
Thursday,5/23/19,3.69,0:08:59,33:10,,,
Saturday,5/18/19,4.99,0:08:22,41:44,,,
Thursday,5/16/19,4.98,0:08:27,42:05,,,
Saturday,5/11/19,4.97,0:08:24,41:43,,,
Tuesday,5/7/19,4.97,0:08:34,42:31,,,
Thursday,5/2/19,4.91,0:08:51,43:30,,,
Saturday,4/27/19,4.95,0:08:27,41:51,,,
Wednesday,4/24/19,3.47,0:08:29,29:25,,,
Sunday,4/21/19,3.5,0:08:38,30:12,,,
Wednesday,4/17/19,4.96,0:08:31,42:15,,,
Tuesday,4/9/19,4.97,0:08:35,42:40,,,
Wednesday,4/3/19,4.98,0:08:35,42:43,,,
Saturday,3/30/19,4.95,0:08:36,42:36,,,
Sunday,3/24/19,5.92,0:08:38,51:03,,,
Wednesday,3/20/19,4.96,0:08:43,43:16,,,
Saturday,3/16/19,4.94,0:08:48,43:30,,,
Thursday,3/14/19,2.12,0:08:45,18:29,,,
Friday,2/22/19,4.98,0:08:28,42:08,,,
Tuesday,2/5/19,4.95,0:08:33,42:23,,,
Sunday,1/27/19,3.49,0:08:40,30:15,,,
Wednesday,1/23/19,4.99,0:08:34,42:47,,,
Friday,1/4/19,3.46,0:08:32,29:32,,,
